datetime,date,weekday,weekday_name,interval_idx,volume,volume_normalized
2025-12-01 02:30:00,2025-12-01,0,Monday,30,92.4269,0.004246
2025-12-01 02:35:00,2025-12-01,0,Monday,31,90.5108,0.00415797
2025-12-01 02:40:00,2025-12-01,0,Monday,32,85.7306,0.00393838
2025-12-01 02:45:00,2025-12-01,0,Monday,33,106.2316,0.00488017
2025-12-01 02:50:00,2025-12-01,0,Monday,34,113.2302,0.00520168
2025-12-01 02:55:00,2025-12-01,0,Monday,35,94.76,0.00435318
2025-12-01 03:00:00,2025-12-01,0,Monday,36,83.8789,0.00385331
2025-12-01 03:05:00,2025-12-01,0,Monday,37,83.7158,0.00384582
2025-12-01 03:10:00,2025-12-01,0,Monday,38,104.3558,0.00479399
2025-12-01 03:15:00,2025-12-01,0,Monday,39,105.1636,0.00483111
2025-12-01 03:20:00,2025-12-01,0,Monday,40,101.8144,0.00467724
2025-12-01 03:25:00,2025-12-01,0,Monday,41,84.3142,0.00387331
2025-12-01 03:30:00,2025-12-01,0,Monday,42,96.421,0.00442948
2025-12-01 03:35:00,2025-12-01,0,Monday,43,94.3019,0.00433213
2025-12-01 03:40:00,2025-12-01,0,Monday,44,95.1989,0.00437334
2025-12-01 03:45:00,2025-12-01,0,Monday,45,103.6447,0.00476133
2025-12-01 03:50:00,2025-12-01,0,Monday,46,94.2002,0.00432746
2025-12-01 03:55:00,2025-12-01,0,Monday,47,99.8444,0.00458675
2025-12-01 04:00:00,2025-12-01,0,Monday,48,90.9954,0.00418023
2025-12-01 04:05:00,2025-12-01,0,Monday,49,93.4247,0.00429183
2025-12-01 04:10:00,2025-12-01,0,Monday,50,97.4213,0.00447543
2025-12-01 04:15:00,2025-12-01,0,Monday,51,69.1098,0.00317483
2025-12-01 04:20:00,2025-12-01,0,Monday,52,83.667,0.00384358
2025-12-01 04:25:00,2025-12-01,0,Monday,53,81.155,0.00372818
2025-12-01 04:30:00,2025-12-01,0,Monday,54,78.432,0.00360309
2025-12-01 04:35:00,2025-12-01,0,Monday,55,82.6127,0.00379514
2025-12-01 04:40:00,2025-12-01,0,Monday,56,104.7806,0.00481351
2025-12-01 04:45:00,2025-12-01,0,Monday,57,73.963,0.00339778
2025-12-01 04:50:00,2025-12-01,0,Monday,58,96.6732,0.00444107
2025-12-01 04:55:00,2025-12-01,0,Monday,59,62.6606,0.00287856
2025-12-01 05:00:00,2025-12-01,0,Monday,60,79.0409,0.00363106
2025-12-01 05:05:00,2025-12-01,0,Monday,61,84.6372,0.00388814
2025-12-01 05:10:00,2025-12-01,0,Monday,62,89.2277,0.00409903
2025-12-01 05:15:00,2025-12-01,0,Monday,63,90.0935,0.0041388
2025-12-01 05:20:00,2025-12-01,0,Monday,64,90.4137,0.00415351
2025-12-01 05:25:00,2025-12-01,0,Monday,65,75.9918,0.00349098
2025-12-01 05:30:00,2025-12-01,0,Monday,66,74.0533,0.00340193
2025-12-01 05:35:00,2025-12-01,0,Monday,67,89.117,0.00409394
2025-12-01 05:40:00,2025-12-01,0,Monday,68,76.0901,0.0034955
2025-12-01 05:45:00,2025-12-01,0,Monday,69,62.8475,0.00288715
2025-12-01 05:50:00,2025-12-01,0,Monday,70,63.9932,0.00293978
2025-12-01 05:55:00,2025-12-01,0,Monday,71,65.9314,0.00302882
2025-12-01 06:00:00,2025-12-01,0,Monday,72,81.5158,0.00374475
2025-12-01 06:05:00,2025-12-01,0,Monday,73,76.8455,0.0035302
2025-12-01 06:10:00,2025-12-01,0,Monday,74,82.3463,0.0037829
2025-12-01 06:15:00,2025-12-01,0,Monday,75,69.2558,0.00318154
2025-12-01 06:20:00,2025-12-01,0,Monday,76,75.1244,0.00345114
2025-12-01 06:25:00,2025-12-01,0,Monday,77,79.5897,0.00365627
2025-12-01 06:30:00,2025-12-01,0,Monday,78,68.798,0.00316051
2025-12-01 06:35:00,2025-12-01,0,Monday,79,76.4323,0.00351122
2025-12-01 06:40:00,2025-12-01,0,Monday,80,63.8775,0.00293447
2025-12-01 06:45:00,2025-12-01,0,Monday,81,66.4801,0.00305403
2025-12-01 06:50:00,2025-12-01,0,Monday,82,65.7105,0.00301867
2025-12-01 06:55:00,2025-12-01,0,Monday,83,56.7029,0.00260487
2025-12-01 07:00:00,2025-12-01,0,Monday,84,73.4995,0.00337649
2025-12-01 07:05:00,2025-12-01,0,Monday,85,63.1177,0.00289956
2025-12-01 07:10:00,2025-12-01,0,Monday,86,67.4307,0.0030977
2025-12-01 07:15:00,2025-12-01,0,Monday,87,71.5257,0.00328581
2025-12-01 07:20:00,2025-12-01,0,Monday,88,70.5586,0.00324139
2025-12-01 07:25:00,2025-12-01,0,Monday,89,72.0907,0.00331177
2025-12-01 07:30:00,2025-12-01,0,Monday,90,64.0127,0.00294068
2025-12-01 07:35:00,2025-12-01,0,Monday,91,60.3126,0.0027707
2025-12-01 07:40:00,2025-12-01,0,Monday,92,63.0732,0.00289752
2025-12-01 07:45:00,2025-12-01,0,Monday,93,47.2615,0.00217115
2025-12-01 07:50:00,2025-12-01,0,Monday,94,49.1082,0.00225598
2025-12-01 07:55:00,2025-12-01,0,Monday,95,49.84,0.0022896
2025-12-01 08:00:00,2025-12-01,0,Monday,96,52.4154,0.00240791
2025-12-01 08:05:00,2025-12-01,0,Monday,97,64.7652,0.00297524
2025-12-01 08:10:00,2025-12-01,0,Monday,98,52.3469,0.00240476
2025-12-01 08:15:00,2025-12-01,0,Monday,99,56.6479,0.00260234
2025-12-01 08:20:00,2025-12-01,0,Monday,100,71.146,0.00326837
2025-12-01 08:25:00,2025-12-01,0,Monday,101,55.8828,0.0025672
2025-12-01 08:30:00,2025-12-01,0,Monday,102,65.0176,0.00298684
2025-12-01 08:35:00,2025-12-01,0,Monday,103,49.9232,0.00229342
2025-12-01 08:40:00,2025-12-01,0,Monday,104,55.7992,0.00256336
2025-12-01 08:45:00,2025-12-01,0,Monday,105,48.965,0.0022494
2025-12-01 08:50:00,2025-12-01,0,Monday,106,53.7598,0.00246967
2025-12-01 08:55:00,2025-12-01,0,Monday,107,63.2694,0.00290653
2025-12-01 09:00:00,2025-12-01,0,Monday,108,41.3006,0.00189731
2025-12-01 09:05:00,2025-12-01,0,Monday,109,58.9138,0.00270644
2025-12-01 09:10:00,2025-12-01,0,Monday,110,56.8426,0.00261129
2025-12-01 09:15:00,2025-12-01,0,Monday,111,49.6165,0.00227933
2025-12-01 09:20:00,2025-12-01,0,Monday,112,42.3394,0.00194503
2025-12-01 09:25:00,2025-12-01,0,Monday,113,54.2541,0.00249237
2025-12-01 09:30:00,2025-12-01,0,Monday,114,49.0577,0.00225366
2025-12-01 09:35:00,2025-12-01,0,Monday,115,54.7647,0.00251583
2025-12-01 09:40:00,2025-12-01,0,Monday,116,52.7286,0.0024223
2025-12-01 09:45:00,2025-12-01,0,Monday,117,64.7492,0.00297451
2025-12-01 09:50:00,2025-12-01,0,Monday,118,50.0046,0.00229716
2025-12-01 09:55:00,2025-12-01,0,Monday,119,43.6265,0.00200416
2025-12-01 10:00:00,2025-12-01,0,Monday,120,52.6003,0.0024164
2025-12-01 10:05:00,2025-12-01,0,Monday,121,52.5988,0.00241633
2025-12-01 10:10:00,2025-12-01,0,Monday,122,60.9474,0.00279986
2025-12-01 10:15:00,2025-12-01,0,Monday,123,56.652,0.00260253
2025-12-01 10:20:00,2025-12-01,0,Monday,124,52.7576,0.00242363
2025-12-01 10:25:00,2025-12-01,0,Monday,125,60.7563,0.00279108
2025-12-01 10:30:00,2025-12-01,0,Monday,126,40.7368,0.00187141
2025-12-01 10:35:00,2025-12-01,0,Monday,127,44.6105,0.00204936
2025-12-01 10:40:00,2025-12-01,0,Monday,128,42.2993,0.00194318
2025-12-01 10:45:00,2025-12-01,0,Monday,129,46.0609,0.00211599
2025-12-01 10:50:00,2025-12-01,0,Monday,130,38.6658,0.00177627
2025-12-01 10:55:00,2025-12-01,0,Monday,131,53.1735,0.00244273
2025-12-01 11:00:00,2025-12-01,0,Monday,132,46.7683,0.00214849
2025-12-01 11:05:00,2025-12-01,0,Monday,133,37.5871,0.00172671
2025-12-01 11:10:00,2025-12-01,0,Monday,134,40.7607,0.00187251
2025-12-01 11:15:00,2025-12-01,0,Monday,135,50.2137,0.00230676
2025-12-01 11:20:00,2025-12-01,0,Monday,136,53.8588,0.00247422
2025-12-01 11:25:00,2025-12-01,0,Monday,137,62.0422,0.00285015
2025-12-01 11:30:00,2025-12-01,0,Monday,138,68.4841,0.00314609
2025-12-01 11:35:00,2025-12-01,0,Monday,139,50.5385,0.00232168
2025-12-01 11:40:00,2025-12-01,0,Monday,140,40.4665,0.00185899
2025-12-01 11:45:00,2025-12-01,0,Monday,141,32.2905,0.00148339
2025-12-01 11:50:00,2025-12-01,0,Monday,142,49.3438,0.0022668
2025-12-01 11:55:00,2025-12-01,0,Monday,143,41.6362,0.00191272
2025-12-01 12:00:00,2025-12-01,0,Monday,144,44.4578,0.00204234
2025-12-01 12:05:00,2025-12-01,0,Monday,145,43.0648,0.00197835
2025-12-01 12:10:00,2025-12-01,0,Monday,146,46.4369,0.00213326
2025-12-01 12:15:00,2025-12-01,0,Monday,147,55.0633,0.00252955
2025-12-01 12:20:00,2025-12-01,0,Monday,148,48.6394,0.00223444
2025-12-01 12:25:00,2025-12-01,0,Monday,149,46.4486,0.0021338
2025-12-01 12:30:00,2025-12-01,0,Monday,150,40.252,0.00184913
2025-12-01 12:35:00,2025-12-01,0,Monday,151,35.7497,0.0016423
2025-12-01 12:40:00,2025-12-01,0,Monday,152,44.3539,0.00203757
2025-12-01 12:45:00,2025-12-01,0,Monday,153,47.5714,0.00218538
2025-12-01 12:50:00,2025-12-01,0,Monday,154,60.8379,0.00279483
2025-12-01 12:55:00,2025-12-01,0,Monday,155,49.1694,0.00225879
2025-12-01 13:00:00,2025-12-01,0,Monday,156,55.5129,0.00255021
2025-12-01 13:05:00,2025-12-01,0,Monday,157,44.9122,0.00206322
2025-12-01 13:10:00,2025-12-01,0,Monday,158,40.0673,0.00184065
2025-12-01 13:15:00,2025-12-01,0,Monday,159,41.8392,0.00192205
2025-12-01 13:20:00,2025-12-01,0,Monday,160,43.783,0.00201135
2025-12-01 13:25:00,2025-12-01,0,Monday,161,65.1006,0.00299065
2025-12-01 13:30:00,2025-12-01,0,Monday,162,43.4688,0.00199691
2025-12-01 13:35:00,2025-12-01,0,Monday,163,56.087,0.00257658
2025-12-01 13:40:00,2025-12-01,0,Monday,164,43.2946,0.00198891
2025-12-01 13:45:00,2025-12-01,0,Monday,165,57.3804,0.002636
2025-12-01 13:50:00,2025-12-01,0,Monday,166,53.5492,0.00245999
2025-12-01 13:55:00,2025-12-01,0,Monday,167,49.7221,0.00228418
2025-12-01 14:00:00,2025-12-01,0,Monday,168,50.9097,0.00233874
2025-12-01 14:05:00,2025-12-01,0,Monday,169,46.477,0.0021351
2025-12-01 14:10:00,2025-12-01,0,Monday,170,55.3372,0.00254213
2025-12-01 14:15:00,2025-12-01,0,Monday,171,48.643,0.00223461
2025-12-01 14:20:00,2025-12-01,0,Monday,172,42.8943,0.00197052
2025-12-01 14:25:00,2025-12-01,0,Monday,173,42.7739,0.00196499
2025-12-01 14:30:00,2025-12-01,0,Monday,174,54.6698,0.00251147
2025-12-01 14:35:00,2025-12-01,0,Monday,175,66.3866,0.00304973
2025-12-01 14:40:00,2025-12-01,0,Monday,176,55.3646,0.00254339
2025-12-01 14:45:00,2025-12-01,0,Monday,177,53.5018,0.00245782
2025-12-01 14:50:00,2025-12-01,0,Monday,178,57.2385,0.00262948
2025-12-01 14:55:00,2025-12-01,0,Monday,179,66.1448,0.00303862
2025-12-01 15:00:00,2025-12-01,0,Monday,180,57.578,0.00264507
2025-12-01 15:05:00,2025-12-01,0,Monday,181,52.7239,0.00242208
2025-12-01 15:10:00,2025-12-01,0,Monday,182,66.0393,0.00303377
2025-12-01 15:15:00,2025-12-01,0,Monday,183,60.7748,0.00279193
2025-12-01 15:20:00,2025-12-01,0,Monday,184,70.8361,0.00325414
2025-12-01 15:25:00,2025-12-01,0,Monday,185,59.6487,0.0027402
2025-12-01 15:30:00,2025-12-01,0,Monday,186,47.789,0.00219538
2025-12-01 15:35:00,2025-12-01,0,Monday,187,46.9218,0.00215554
2025-12-01 15:40:00,2025-12-01,0,Monday,188,74.2872,0.00341267
2025-12-01 15:45:00,2025-12-01,0,Monday,189,75.5815,0.00347213
2025-12-01 15:50:00,2025-12-01,0,Monday,190,58.943,0.00270778
2025-12-01 15:55:00,2025-12-01,0,Monday,191,57.5892,0.00264559
2025-12-01 16:00:00,2025-12-01,0,Monday,192,75.1467,0.00345216
2025-12-01 16:05:00,2025-12-01,0,Monday,193,51.8513,0.00238199
2025-12-01 16:10:00,2025-12-01,0,Monday,194,54.3053,0.00249473
2025-12-01 16:15:00,2025-12-01,0,Monday,195,69.3831,0.00318739
2025-12-01 16:20:00,2025-12-01,0,Monday,196,60.058,0.002759
2025-12-01 16:25:00,2025-12-01,0,Monday,197,64.3523,0.00295628
2025-12-01 16:30:00,2025-12-01,0,Monday,198,63.3796,0.00291159
2025-12-01 16:35:00,2025-12-01,0,Monday,199,68.8676,0.0031637
2025-12-01 16:40:00,2025-12-01,0,Monday,200,80.0906,0.00367928
2025-12-01 16:45:00,2025-12-01,0,Monday,201,67.6212,0.00310645
2025-12-01 16:50:00,2025-12-01,0,Monday,202,73.8056,0.00339055
2025-12-01 16:55:00,2025-12-01,0,Monday,203,47.0179,0.00215995
2025-12-01 17:00:00,2025-12-01,0,Monday,204,67.9956,0.00312364
2025-12-01 17:05:00,2025-12-01,0,Monday,205,60.3575,0.00277276
2025-12-01 17:10:00,2025-12-01,0,Monday,206,56.9587,0.00261662
2025-12-01 17:15:00,2025-12-01,0,Monday,207,61.0477,0.00280447
2025-12-01 17:20:00,2025-12-01,0,Monday,208,67.3646,0.00309466
2025-12-01 17:25:00,2025-12-01,0,Monday,209,81.3586,0.00373753
2025-12-01 17:30:00,2025-12-01,0,Monday,210,57.7916,0.00265489
2025-12-01 17:35:00,2025-12-01,0,Monday,211,73.0961,0.00335796
2025-12-01 17:40:00,2025-12-01,0,Monday,212,68.0502,0.00312616
2025-12-01 17:45:00,2025-12-01,0,Monday,213,70.3611,0.00323232
2025-12-01 17:50:00,2025-12-01,0,Monday,214,85.8414,0.00394347
2025-12-01 17:55:00,2025-12-01,0,Monday,215,81.3112,0.00373535
2025-12-01 18:00:00,2025-12-01,0,Monday,216,91.0767,0.00418397
2025-12-01 18:05:00,2025-12-01,0,Monday,217,74.7068,0.00343195
2025-12-01 18:10:00,2025-12-01,0,Monday,218,69.051,0.00317213
2025-12-01 18:15:00,2025-12-01,0,Monday,219,75.1095,0.00345045
2025-12-01 18:20:00,2025-12-01,0,Monday,220,81.1876,0.00372967
2025-12-01 18:25:00,2025-12-01,0,Monday,221,81.0469,0.00372321
2025-12-01 18:30:00,2025-12-01,0,Monday,222,66.6288,0.00306086
2025-12-01 18:35:00,2025-12-01,0,Monday,223,81.2746,0.00373367
2025-12-01 18:40:00,2025-12-01,0,Monday,224,83.5646,0.00383887
2025-12-01 18:45:00,2025-12-01,0,Monday,225,112.15,0.00515206
2025-12-01 18:50:00,2025-12-01,0,Monday,226,105.1054,0.00482843
2025-12-01 18:55:00,2025-12-01,0,Monday,227,72.0459,0.00330971
2025-12-01 19:00:00,2025-12-01,0,Monday,228,79.6339,0.0036583
2025-12-01 19:05:00,2025-12-01,0,Monday,229,65.4194,0.0030053
2025-12-01 19:10:00,2025-12-01,0,Monday,230,76.9334,0.00353424
2025-12-01 19:15:00,2025-12-01,0,Monday,231,89.0268,0.0040898
2025-12-01 19:20:00,2025-12-01,0,Monday,232,101.0692,0.00464301
2025-12-01 19:25:00,2025-12-01,0,Monday,233,76.7454,0.0035256
2025-12-01 19:30:00,2025-12-01,0,Monday,234,78.2334,0.00359396
2025-12-01 19:35:00,2025-12-01,0,Monday,235,59.1919,0.00271921
2025-12-01 19:40:00,2025-12-01,0,Monday,236,85.7367,0.00393865
2025-12-01 19:45:00,2025-12-01,0,Monday,237,74.3465,0.0034154
2025-12-01 19:50:00,2025-12-01,0,Monday,238,81.9266,0.00376362
2025-12-01 19:55:00,2025-12-01,0,Monday,239,77.7641,0.0035724
2025-12-01 20:00:00,2025-12-01,0,Monday,240,88.8085,0.00407977
2025-12-01 20:05:00,2025-12-01,0,Monday,241,66.7245,0.00306525
2025-12-01 20:10:00,2025-12-01,0,Monday,242,71.0866,0.00326564
2025-12-01 20:15:00,2025-12-01,0,Monday,243,120.9391,0.00555581
2025-12-01 20:20:00,2025-12-01,0,Monday,244,74.375,0.00341671
2025-12-01 20:25:00,2025-12-01,0,Monday,245,77.4323,0.00355716
2025-12-01 20:30:00,2025-12-01,0,Monday,246,118.8497,0.00545983
2025-12-01 20:35:00,2025-12-01,0,Monday,247,134.4796,0.00617785
2025-12-01 20:40:00,2025-12-01,0,Monday,248,77.5997,0.00356485
2025-12-01 20:45:00,2025-12-01,0,Monday,249,89.3889,0.00410643
2025-12-01 20:50:00,2025-12-01,0,Monday,250,99.9484,0.00459152
2025-12-01 20:55:00,2025-12-01,0,Monday,251,120.3017,0.00552653
2025-12-01 21:00:00,2025-12-01,0,Monday,252,81.767,0.00375629
2025-12-01 21:05:00,2025-12-01,0,Monday,253,92.8608,0.00426593
2025-12-01 21:10:00,2025-12-01,0,Monday,254,108.1228,0.00496705
2025-12-01 21:15:00,2025-12-01,0,Monday,255,103.5883,0.00475874
2025-12-01 21:20:00,2025-12-01,0,Monday,256,92.1407,0.00423285
2025-12-01 21:25:00,2025-12-01,0,Monday,257,96.076,0.00441363
2025-12-01 21:30:00,2025-12-01,0,Monday,258,78.1282,0.00358913
2025-12-01 21:35:00,2025-12-01,0,Monday,259,95.27,0.0043766
2025-12-01 21:40:00,2025-12-01,0,Monday,260,95.1989,0.00437334
2025-12-01 21:45:00,2025-12-01,0,Monday,261,102.9771,0.00473066
2025-12-01 21:50:00,2025-12-01,0,Monday,262,91.5332,0.00420494
2025-12-01 21:55:00,2025-12-01,0,Monday,263,107.2641,0.0049276
2025-12-01 22:00:00,2025-12-01,0,Monday,264,115.7605,0.00531791
2025-12-01 22:05:00,2025-12-01,0,Monday,265,103.1491,0.00473856
2025-12-01 22:10:00,2025-12-01,0,Monday,266,106.4255,0.00488908
2025-12-01 22:15:00,2025-12-01,0,Monday,267,102.1804,0.00469406
2025-12-01 22:20:00,2025-12-01,0,Monday,268,101.6418,0.00466932
2025-12-01 22:25:00,2025-12-01,0,Monday,269,90.868,0.00417438
2025-12-01 22:30:00,2025-12-01,0,Monday,270,106.9894,0.00491498
2025-12-01 22:35:00,2025-12-01,0,Monday,271,100.8777,0.00463422
2025-12-01 22:40:00,2025-12-01,0,Monday,272,134.801,0.00619262
2025-12-01 22:45:00,2025-12-01,0,Monday,273,127.0563,0.00583683
2025-12-01 22:50:00,2025-12-01,0,Monday,274,108.9499,0.00500504
2025-12-01 22:55:00,2025-12-01,0,Monday,275,91.3607,0.00419701
2025-12-01 23:00:00,2025-12-01,0,Monday,276,86.0936,0.00395505
2025-12-01 23:05:00,2025-12-01,0,Monday,277,121.9813,0.00560369
2025-12-01 23:10:00,2025-12-01,0,Monday,278,107.7158,0.00494835
2025-12-01 23:15:00,2025-12-01,0,Monday,279,111.2321,0.00510988
2025-12-01 23:20:00,2025-12-01,0,Monday,280,76.6911,0.00352311
2025-12-01 23:25:00,2025-12-01,0,Monday,281,118.4392,0.00544097
2025-12-01 23:30:00,2025-12-01,0,Monday,282,111.1556,0.00510637
2025-12-01 23:35:00,2025-12-01,0,Monday,283,86.7912,0.0039871
2025-12-01 23:40:00,2025-12-01,0,Monday,284,96.8278,0.00444817
2025-12-01 23:45:00,2025-12-01,0,Monday,285,108.3685,0.00497834
2025-12-01 23:50:00,2025-12-01,0,Monday,286,105.0994,0.00482815
2025-12-01 23:55:00,2025-12-01,0,Monday,287,99.728,0.0045814
2025-12-02 00:00:00,2025-12-02,1,Tuesday,0,108.0932,0.00458929
2025-12-02 00:05:00,2025-12-02,1,Tuesday,1,114.9026,0.00487839
2025-12-02 00:10:00,2025-12-02,1,Tuesday,2,137.0996,0.00582081
2025-12-02 00:15:00,2025-12-02,1,Tuesday,3,69.0484,0.00293157
2025-12-02 00:20:00,2025-12-02,1,Tuesday,4,108.2357,0.00459534
2025-12-02 00:25:00,2025-12-02,1,Tuesday,5,115.1267,0.00488791
2025-12-02 00:30:00,2025-12-02,1,Tuesday,6,117.0533,0.0049697
2025-12-02 00:35:00,2025-12-02,1,Tuesday,7,105.7355,0.00448919
2025-12-02 00:40:00,2025-12-02,1,Tuesday,8,82.3941,0.00349819
2025-12-02 00:45:00,2025-12-02,1,Tuesday,9,117.2486,0.004978
2025-12-02 00:50:00,2025-12-02,1,Tuesday,10,140.5322,0.00596654
2025-12-02 00:55:00,2025-12-02,1,Tuesday,11,85.8163,0.00364348
2025-12-02 01:00:00,2025-12-02,1,Tuesday,12,125.7163,0.00533751
2025-12-02 01:05:00,2025-12-02,1,Tuesday,13,105.6396,0.00448512
2025-12-02 01:10:00,2025-12-02,1,Tuesday,14,109.9009,0.00466604
2025-12-02 01:15:00,2025-12-02,1,Tuesday,15,93.2278,0.00395815
2025-12-02 01:20:00,2025-12-02,1,Tuesday,16,104.9484,0.00445577
2025-12-02 01:25:00,2025-12-02,1,Tuesday,17,131.7568,0.00559397
2025-12-02 01:30:00,2025-12-02,1,Tuesday,18,119.6215,0.00507874
2025-12-02 01:35:00,2025-12-02,1,Tuesday,19,138.2614,0.00587013
2025-12-02 01:40:00,2025-12-02,1,Tuesday,20,128.8022,0.00546852
2025-12-02 01:45:00,2025-12-02,1,Tuesday,21,116.3706,0.00494072
2025-12-02 01:50:00,2025-12-02,1,Tuesday,22,137.3588,0.00583181
2025-12-02 01:55:00,2025-12-02,1,Tuesday,23,115.7111,0.00491272
2025-12-02 02:00:00,2025-12-02,1,Tuesday,24,121.6771,0.00516602
2025-12-02 02:05:00,2025-12-02,1,Tuesday,25,103.0943,0.00437705
2025-12-02 02:10:00,2025-12-02,1,Tuesday,26,108.6146,0.00461142
2025-12-02 02:15:00,2025-12-02,1,Tuesday,27,95.9638,0.00407431
2025-12-02 02:20:00,2025-12-02,1,Tuesday,28,122.6514,0.00520738
2025-12-02 02:25:00,2025-12-02,1,Tuesday,29,87.6018,0.00371929
2025-12-02 02:30:00,2025-12-02,1,Tuesday,30,118.4483,0.00502893
2025-12-02 02:35:00,2025-12-02,1,Tuesday,31,102.5756,0.00435503
2025-12-02 02:40:00,2025-12-02,1,Tuesday,32,123.6486,0.00524972
2025-12-02 02:45:00,2025-12-02,1,Tuesday,33,116.5326,0.0049476
2025-12-02 02:50:00,2025-12-02,1,Tuesday,34,132.7712,0.00563704
2025-12-02 02:55:00,2025-12-02,1,Tuesday,35,115.2148,0.00489165
2025-12-02 03:00:00,2025-12-02,1,Tuesday,36,78.9914,0.00335372
2025-12-02 03:05:00,2025-12-02,1,Tuesday,37,101.8545,0.00432441
2025-12-02 03:10:00,2025-12-02,1,Tuesday,38,84.398,0.00358326
2025-12-02 03:15:00,2025-12-02,1,Tuesday,39,93.9802,0.0039901
2025-12-02 03:20:00,2025-12-02,1,Tuesday,40,124.3796,0.00528076
2025-12-02 03:25:00,2025-12-02,1,Tuesday,41,110.5253,0.00469255
2025-12-02 03:30:00,2025-12-02,1,Tuesday,42,89.8316,0.00381396
2025-12-02 03:35:00,2025-12-02,1,Tuesday,43,84.6398,0.00359353
2025-12-02 03:40:00,2025-12-02,1,Tuesday,44,99.7627,0.0042356
2025-12-02 03:45:00,2025-12-02,1,Tuesday,45,80.7075,0.00342658
2025-12-02 03:50:00,2025-12-02,1,Tuesday,46,88.2809,0.00374812
2025-12-02 03:55:00,2025-12-02,1,Tuesday,47,102.1631,0.00433751
2025-12-02 04:00:00,2025-12-02,1,Tuesday,48,113.8336,0.00483301
2025-12-02 04:05:00,2025-12-02,1,Tuesday,49,105.244,0.00446832
2025-12-02 04:10:00,2025-12-02,1,Tuesday,50,62.9059,0.00267078
2025-12-02 04:15:00,2025-12-02,1,Tuesday,51,99.6009,0.00422873
2025-12-02 04:20:00,2025-12-02,1,Tuesday,52,95.6721,0.00406193
2025-12-02 04:25:00,2025-12-02,1,Tuesday,53,99.879,0.00424054
2025-12-02 04:30:00,2025-12-02,1,Tuesday,54,116.0753,0.00492818
2025-12-02 04:35:00,2025-12-02,1,Tuesday,55,64.0836,0.00272078
2025-12-02 04:40:00,2025-12-02,1,Tuesday,56,84.0069,0.00356666
2025-12-02 04:45:00,2025-12-02,1,Tuesday,57,99.6641,0.00423142
2025-12-02 04:50:00,2025-12-02,1,Tuesday,58,69.3459,0.0029442
2025-12-02 04:55:00,2025-12-02,1,Tuesday,59,110.2608,0.00468132
2025-12-02 05:00:00,2025-12-02,1,Tuesday,60,94.5834,0.00401571
2025-12-02 05:05:00,2025-12-02,1,Tuesday,61,100.2833,0.0042577
2025-12-02 05:10:00,2025-12-02,1,Tuesday,62,80.7676,0.00342913
2025-12-02 05:15:00,2025-12-02,1,Tuesday,63,98.3809,0.00417693
2025-12-02 05:20:00,2025-12-02,1,Tuesday,64,100.9685,0.0042868
2025-12-02 05:25:00,2025-12-02,1,Tuesday,65,89.3788,0.00379474
