timestamp,bid_price_1,bid_size_1,bid_price_2,bid_size_2,bid_price_3,bid_size_3,bid_price_4,bid_size_4,bid_price_5,bid_size_5,bid_price_6,bid_size_6,bid_price_7,bid_size_7,bid_price_8,bid_size_8,bid_price_9,bid_size_9,bid_price_10,bid_size_10,ask_price_1,ask_size_1,ask_price_2,ask_size_2,ask_price_3,ask_size_3,ask_price_4,ask_size_4,ask_price_5,ask_size_5,ask_price_6,ask_size_6,ask_price_7,ask_size_7,ask_price_8,ask_size_8,ask_price_9,ask_size_9,ask_price_10,ask_size_10
1717200660,100011.19,0.2039,100008.99,1.6536,100006.08,0.6764,100004.68,2.6471,100001.68,2.4145,99997.27,2.7622,99992.93,0.179,99982.36,1.4167,99968.89,1.1055,99954.17,3.7921,100023.47,1.2931,100025.2,1.6121,100028.57,1.9079,100030.29,2.4342,100036.37,0.1488,100037.9,3.1163,100042.38,1.5376,100049.62,2.4243,100059.11,3.7958,100065.32,3.0547
1717200720,100024.04,1.3166,100022.54,0.2712,100018.97,1.0231,100016.03,2.2511,100013.33,1.0486,100008.76,3.9855,100005.05,3.6668,99998.64,0.4993,99986.98,1.8137,99973.4,1.786,100033.02,1.3798,100035.71,0.6732,100037.93,0.1766,100041.64,3.5664,100048.17,2.8501,100056.59,2.5544,100065.13,2.0399,100067.47,0.8119,100070.2,3.1636,100071.57,2.2205
1717200780,100039.86,1.2433,100038.69,0.6531,100034.19,1.4518,100030.56,3.079,100024.21,0.3043,100015.43,2.5729,100010.16,2.7236,100005.37,3.5131,99994.61,2.5628,99991.06,3.8654,100050.38,1.8259,100051.49,0.2921,100053.03,0.3711,100055.64,2.8402,100058.89,3.7642,100067.05,3.3853,100070.43,2.5439,100077.49,0.5094,100082.27,2.1386,100090.31,0.6829
1717200840,100051.98,1.4552,100049.77,1.6929,100046.8,1.6592,100045.66,0.1914,100040.49,2.3113,100034.28,3.0702,100029.32,2.5596,100022.84,2.5124,100018.22,3.827,100010.46,3.2207,100063.56,0.63,100064.71,0.1668,100067.24,0.9943,100069.26,2.4306,100072.3,2.8763,100079.17,3.4445,100089.44,0.5318,100094.51,2.251,100099.5,1.8712,100104.25,0.9992
1717200900,100062.09,1.25,100060.59,1.7373,100059.03,0.6885,100055.15,1.2577,100049.19,1.9981,100044.07,2.0001,100040.14,0.1025,100028.74,2.0267,100015.66,0.8684,100009.72,0.2117,100070.93,1.7706,100073.24,0.9676,100076.12,1.702,100079.27,3.531,100085.0,3.0578,100088.93,1.6083,100095.35,0.7867,100102.43,0.3034,100109.73,3.06,100114.65,3.9565
1717200960,100057.74,0.8181,100055.15,0.7112,100050.86,1.5222,100048.87,2.0414,100044.62,0.1908,100042.52,1.3388,100037.02,1.8334,100029.35,2.0669,100024.25,2.4561,100020.98,3.9626,100072.5,0.6335,100074.17,1.6652,100077.04,1.432,100079.53,3.2648,100082.93,2.6985,100091.77,2.339,100100.34,2.904,100108.91,0.1163,100115.84,3.8686,100127.8,3.1069
1717201020,100049.73,0.3825,100047.47,1.2585,100043.53,0.3382,100039.12,0.136,100031.96,0.4485,100030.81,1.2616,100028.37,2.7651,100022.86,3.1021,100010.35,3.4925,99999.05,0.2585,100060.57,0.4543,100062.22,1.3413,100065.06,0.6618,100066.93,3.6494,100070.15,1.4236,100077.33,2.8865,100084.44,2.7763,100092.15,0.7771,100096.23,2.2368,100100.38,3.8919
1717201080,100037.25,1.4247,100035.62,0.7302,100031.35,1.601,100028.98,0.4963,100023.58,1.525,100014.74,3.2753,100004.67,3.2204,100000.48,1.1576,99990.55,1.392,99983.36,1.0332,100044.33,0.444,100046.41,1.8694,100049.84,0.3177,100053.92,2.3515,100056.5,2.6826,100061.75,2.5554,100063.25,1.6591,100072.14,0.4112,100082.77,0.0307,100091.48,3.7171
1717201140,100028.99,0.981,100027.59,1.9296,100025.47,1.3095,100019.93,0.3669,100015.2,2.1453,100008.41,3.7473,99998.73,0.7085,99988.03,0.7114,99975.53,3.9887,99968.98,1.9866,100042.77,1.9262,100045.62,1.7596,100046.65,1.1575,100048.19,3.9321,100051.04,3.9565,100056.39,1.9807,100066.3,3.4057,100072.45,0.7793,100074.86,0.6584,100082.28,1.0365
1717201200,100018.31,1.1572,100015.8,0.3922,100011.8,1.7992,100006.66,2.066,100005.1,2.6803,100002.62,0.571,99998.55,0.9997,99994.68,0.9497,99984.26,3.8166,99979.03,2.8943,100031.21,1.3247,100033.6,0.1711,100035.01,0.6483,100038.04,2.0151,100044.85,2.8172,100048.34,0.4785,100058.05,1.1872,100065.81,0.8843,100068.48,0.6212,100079.94,2.4269
1717201260,100014.02,1.0982,100011.69,0.4759,100009.83,1.5217,100004.46,0.3367,100000.56,2.818,99998.93,2.261,99997.34,2.1951,99990.78,2.2951,99987.91,1.3192,99979.63,0.4738,100023.72,1.1871,100024.9,1.0452,100028.73,0.9342,100032.3,1.8326,100033.67,1.8549,100041.13,2.8959,100045.89,3.2676,100055.09,2.3175,100056.66,1.3847,100058.55,3.9766
1717201320,100010.86,0.1119,100009.04,1.5495,100005.36,1.9577,100001.13,1.6872,99993.68,1.5361,99985.72,3.628,99981.15,2.7341,99972.87,2.1618,99963.7,1.3976,99960.21,2.1537,100025.2,1.4693,100026.65,0.0568,100027.72,0.6318,100032.09,2.1823,100036.55,3.2952,100039.53,1.3912,100043.15,3.7503,100052.12,0.4603,100063.24,1.6828,100074.97,3.5362
1717201380,100018.16,0.1155,100015.96,1.4214,100014.79,1.4941,100011.78,0.945,100009.37,3.4563,100007.92,2.0205,100004.17,3.265,99995.12,1.2824,99986.65,2.6934,99981.16,1.214,100024.16,1.3374,100025.6,0.636,100026.82,1.8996,100032.21,3.6472,100037.28,1.7145,100042.25,3.8894,100052.19,2.6887,100061.84,1.2818,100068.04,0.6054,100074.31,3.0201
1717201440,100015.13,1.4298,100012.52,1.8337,100009.55,1.9372,100005.76,0.545,100003.19,0.8213,99997.01,3.6897,99987.96,0.3789,99978.99,0.77,99974.64,2.698,99965.2,3.4957,100023.13,1.5353,100025.58,1.1398,100028.26,1.7455,100030.92,3.8285,100032.02,3.7493,100040.72,0.4781,100051.21,1.9209,100054.88,2.4216,100058.44,3.6614,100067.17,3.1043
1717201500,100025.99,0.56,100023.96,1.0197,100022.62,1.9636,100019.27,3.3605,100012.33,1.4891,100008.02,2.2545,100004.92,0.5922,100001.05,3.7397,99992.81,1.6761,99989.67,1.3262,100034.59,1.6751,100036.59,1.3265,100039.99,0.5518,100045.09,3.8664,100050.26,1.9675,100052.61,3.182,100055.22,2.8841,100061.59,3.6684,100069.37,2.5708,100071.19,0.145
1717201560,100025.98,1.5405,100024.16,1.693,100022.35,1.429,100021.3,2.0279,100017.87,2.4752,100011.54,2.4699,100005.95,1.9565,100004.88,2.2111,100003.73,2.1224,99998.88,3.9101,100037.66,1.6357,100040.01,1.622,100044.19,0.2587,100045.67,0.6041,100047.92,2.1106,100055.44,1.0766,100060.21,1.4985,100065.68,2.2644,100079.06,0.9112,100089.63,3.393
1717201620,100031.56,0.2323,100029.8,1.1278,100028.61,0.0684,100026.75,2.0044,100022.93,3.1397,100017.4,3.4333,100015.49,2.1174,100014.03,0.8536,100002.18,3.5513,99994.52,0.1958,100044.16,1.8549,100046.96,1.1488,100048.07,1.8611,100050.65,3.8463,100055.46,3.0115,100062.16,1.5992,100063.89,0.6582,100067.54,3.3403,100073.4,3.5871,100079.05,3.0249
1717201680,100027.87,1.0265,100024.92,0.1547,100022.39,1.6854,100019.69,3.0783,100012.48,1.5928,100005.29,0.1282,100001.7,3.9704,99995.3,1.4297,99982.54,1.7331,99972.02,2.6461,100040.11,1.2563,100042.71,1.4406,100043.99,0.3507,100048.55,2.5393,100054.36,1.2735,100056.21,0.0307,100060.14,1.4461,100064.11,0.5387,100067.45,1.8009,100076.22,1.6381
1717201740,100027.85,1.2162,100026.2,0.8012,100024.18,0.8062,100022.76,3.6055,100015.87,3.9129,100010.3,0.6866,100005.68,0.564,100001.37,1.9776,99999.58,1.7444,99992.68,1.9421,100033.79,0.5408,100035.28,1.2688,100038.36,0.4313,100039.9,1.2256,100047.06,1.3355,100053.03,3.2183,100057.16,1.3456,100067.13,3.4394,100080.3,0.5531,100085.79,3.7896
1717201800,100005.89,1.939,100004.31,1.4052,100001.59,1.173,99999.38,1.5105,99993.07,1.5778,99991.16,2.2598,99984.53,2.1871,99976.03,2.2049,99963.12,1.8519,99952.2,1.7594,100020.53,1.401,100023.17,1.6015,100025.6,1.0236,100029.77,0.9757,100035.05,2.8638,100042.36,0.3051,100052.77,1.9221,100058.18,2.0314,100070.69,2.7699,100079.3,3.165
1717201860,100024.6,1.2945,100023.43,1.5495,100020.13,0.7423,100015.89,0.1867,100008.5,2.7131,100004.3,3.0132,99994.13,1.7275,99993.01,1.0424,99985.63,2.08,99976.5,2.3052,100034.96,0.8127,100037.5,1.1978,100040.26,0.7227,100041.38,0.4272,100045.08,3.8473,100047.01,3.7633,100049.36,1.2544,100055.37,0.8354,100062.4,1.9099,100069.54,2.7901
1717201920,100017.02,0.2744,100014.32,1.3135,100010.95,0.3705,100005.03,0.9832,100002.9,0.6489,99997.42,3.8343,99994.22,1.6261,99991.19,2.5655,99984.79,0.1265,99975.19,0.7973,100030.12,0.8082,100032.53,0.4513,100036.16,1.627,100037.48,0.416,100044.14,0.756,100047.75,1.8356,100051.24,3.4519,100058.05,2.56,100066.51,2.4491,100075.73,1.3982
1717201980,100002.84,1.4267,100001.25,1.2482,99999.95,0.3112,99998.36,1.2285,99996.17,2.7768,99991.08,1.6788,99988.77,1.541,99985.73,2.5457,99976.06,2.5846,99961.06,2.2241,100015.98,0.3236,100017.61,0.9295,100018.8,0.7501,100019.84,0.5548,100026.14,3.8557,100031.19,1.9849,100038.69,1.6684,100048.93,1.9599,100050.96,0.1331,100062.62,1.1754
1717202040,100012.88,0.9418,100010.39,1.5435,100007.47,0.2708,100005.9,3.1027,99999.55,1.4738,99991.97,0.176,99984.14,2.1899,99972.25,0.4186,99960.87,3.0079,99955.71,3.9973,100019.56,0.7297,100022.19,0.9062,100026.67,1.5625,100028.86,3.2447,100033.68,1.409,100040.36,2.5348,100042.94,0.5655,100046.21,0.8357,100047.96,1.4098,100052.89,2.1597
1717202100,100013.63,0.5713,100010.91,1.9717,100007.54,0.2357,100001.72,3.1449,99994.75,3.97,99986.81,0.5163,99977.59,1.0062,99968.76,3.3156,99958.24,2.7082,99950.39,2.3139,100021.53,0.8577,100023.43,1.2856,100027.51,0.2315,100031.09,1.1201,100038.18,1.4826,100046.78,1.3159,100047.8,3.0988,100056.86,2.9264,100063.59,2.6599,100069.61,0.2627
1717202160,100028.21,0.4631,100026.67,1.6653,100024.49,1.177,100020.66,1.9465,100017.43,2.7334,100016.04,0.4073,100007.59,1.8437,100005.22,3.432,99998.71,0.0127,99984.3,0.8172,100037.51,0.3072,100039.81,0.36,100044.07,0.5843,100048.35,1.0091,100051.76,3.6162,100054.09,1.5914,100057.99,2.8008,100061.57,2.6254,100071.36,0.0143,100079.04,0.5395
1717202220,100024.5,1.4064,100021.87,1.9769,100019.39,0.3077,100018.03,1.5384,100012.28,0.4187,100008.78,3.5251,100006.47,3.0961,99997.19,0.5413,99983.78,0.58,99975.35,0.0438,100029.6,0.9082,100032.04,1.2748,100033.57,0.8528,100038.01,3.4413,100039.57,0.4109,100046.59,2.3624,100051.24,3.8534,100055.7,0.5679,100060.16,0.3462,100068.91,2.404
1717202280,100006.98,1.7034,100004.66,0.6382,100001.85,1.0436,99997.11,1.1892,99995.76,3.5927,99987.12,1.9846,99985.05,2.0033,99977.52,2.1179,99964.29,3.9477,99950.22,0.5366,100018.88,1.1583,100020.61,1.3817,100024.28,1.9112,100029.13,0.0766,100030.57,1.0561,100031.89,0.2513,100040.39,2.0314,100048.3,2.0092,100054.5,2.8102,100056.65,2.1509
1717202340,100019.67,1.047,100018.26,1.6257,100015.39,0.8119,100011.21,3.3398,100005.79,0.2738,99999.2,2.9225,99990.16,0.241,99988.21,1.7436,99981.54,2.4392,99976.21,2.9694,100027.77,0.2829,100030.19,1.4179,100031.76,1.9084,100035.37,3.1341,100041.06,0.6762,100043.07,3.1267,100046.63,3.5468,100056.11,0.1271,100067.2,1.0952,100069.1,2.8522
1717202400,100019.11,0.7522,100017.11,1.1554,100014.82,0.5475,100013.31,2.2999,100007.61,0.9213,100002.54,0.1857,99993.34,0.9858,99987.15,1.5381,99984.28,3.7253,99971.27,2.2159,100028.67,1.4943,100030.51,0.6775,100032.97,1.4546,100035.32,0.3208,100038.75,2.0131,100046.96,0.7256,100055.6,3.9258,100067.1,0.285,100073.91,1.1364,100086.74,1.3159
1717202460,100021.1,1.1494,100019.49,1.2643,100016.87,1.2038,100013.4,3.0927,100011.13,3.6028,100004.05,0.9881,100002.99,1.646,99999.42,1.3922,99987.93,3.51,99973.62,0.0158,100047.12,1.7056,100049.57,0.2527,100052.43,0.5144,100055.89,0.249,100063.37,2.8495,100065.11,3.6859,100074.64,2.0838,100083.35,1.4962,100096.53,0.3488,100098.87,0.5427
1717202520,100035.17,0.8982,100032.24,0.5117,100030.33,0.6643,100025.32,2.8059,100019.54,1.2791,100016.37,0.308,100013.44,3.1219,100006.01,0.6301,100002.96,1.8696,99996.27,2.1483,100045.85,0.4549,100047.47,0.5668,100048.89,0.3573,100053.32,3.3073,100058.85,0.1709,100066.53,1.3179,100068.4,1.0004,100073.31,2.0587,100082.78,1.0481,100097.65,0.134
1717202580,100029.35,0.5372,100027.43,1.6176,100025.94,0.0733,100020.78,3.9304,100018.94,3.2965,100014.96,2.5249,100007.83,2.3335,100003.99,3.2529,100002.71,0.2672,99989.08,1.7793,100041.83,1.8149,100044.49,0.6965,100045.64,0.9489,100047.48,2.2998,100053.82,1.586,100055.05,2.736,100057.7,0.8667,100060.76,1.1266,100072.8,0.1483,100082.47,0.9907
1717202640,100026.78,0.1689,100025.22,0.3176,100023.52,1.7751,100019.89,2.5267,100013.68,3.1814,100004.76,3.1298,100000.35,2.1826,99994.02,3.6516,99986.74,1.5596,99983.22,1.2823,100037.28,1.7967,100039.84,0.1643,100044.31,1.0824,100049.14,3.9984,100056.47,0.4095,100062.73,1.0734,100071.48,3.6699,100073.1,3.9856,100076.84,3.3876,100089.0,1.4257
1717202700,100028.38,1.2054,100025.77,1.4104,100021.57,0.105,100017.07,3.7908,100012.4,2.2568,100009.9,3.9521,100000.52,1.974,99996.12,1.9668,99993.99,0.9382,99989.93,2.1105,100035.14,1.8399,100036.54,0.3045,100040.05,1.8416,100045.27,1.3011,100046.42,2.3506,100054.75,3.0997,100063.8,3.4441,100075.36,1.5006,100088.14,1.5884,100090.55,1.214
1717202760,100014.59,1.5941,100011.67,1.3159,100010.06,1.939,100005.59,3.7161,99999.48,0.9007,99993.76,0.7097,99989.85,2.7571,99987.45,2.918,99974.59,3.7953,99968.11,3.9772,100029.07,0.1131,100031.27,1.846,100035.66,0.4807,100039.49,3.7474,100041.4,2.9839,100044.31,3.9297,100046.9,3.5424,100048.88,2.8388,100057.87,3.5477,100065.12,1.0682
1717202820,100007.83,0.2607,100006.83,0.8026,100003.26,1.9397,99997.84,1.9774,99994.38,2.1886,99992.57,1.9232,99983.36,2.6074,99974.8,0.659,99972.88,3.3846,99967.75,1.2817,100015.39,0.1947,100016.73,0.7821,100020.29,1.1167,100025.78,0.3815,100030.64,2.4584,100035.51,0.1337,100045.46,0.6683,100056.25,0.6368,100058.51,0.8301,100062.17,2.7918
1717202880,99988.14,0.599,99986.66,0.1468,99983.66,1.6877,99981.9,1.4497,99978.12,1.1853,99971.82,2.4049,99968.92,0.1127,99966.04,1.1743,99964.02,3.3766,99958.7,1.5959,99995.8,1.339,99996.98,1.111,99998.63,1.7767,100001.48,1.7886,100004.19,1.8656,100007.0,1.0816,100008.58,3.0114,100016.93,0.352,100022.22,2.1704,100036.81,2.363
1717202940,100003.45,0.8663,100001.38,1.7404,99998.72,1.7692,99995.34,0.325,99988.47,2.8601,99983.45,3.6028,99974.85,2.7134,99967.02,0.4899,99956.56,0.6998,99941.78,3.8889,100016.63,0.2961,100018.48,1.9771,100021.0,1.9947,100025.14,3.3381,100027.81,3.6441,100036.13,0.2774,100040.81,1.5954,100045.4,1.112,100052.13,3.4951,100064.14,2.496
1717203000,100006.23,0.339,100004.05,1.5288,99999.77,1.8536,99995.95,0.413,99993.09,2.1472,99989.34,1.6495,99984.7,1.9475,99977.0,0.1595,99972.56,0.584,99963.04,2.7777,100015.37,1.7847,100017.03,0.5133,100020.64,1.8456,100026.13,0.0907,100032.44,1.2192,100035.68,1.9716,100043.3,0.4019,100053.86,0.5462,100067.03,1.778,100079.59,1.085
1717203060,100006.41,0.4622,100003.76,1.4948,100000.1,1.741,99995.0,2.0659,99992.97,1.2514,99987.91,0.5512,99978.82,3.5185,99977.51,0.7791,99966.09,3.3495,99961.6,1.8312,100013.29,1.424,100014.84,1.6558,100017.61,1.289,100019.23,0.1319,100022.65,2.3802,100025.07,3.4832,100031.64,1.4055,100034.44,3.579,100044.8,2.7585,100049.79,1.5524
1717203120,99996.38,1.7214,99994.09,1.3715,99992.14,0.8485,99991.04,3.1234,99985.05,0.0455,99976.76,2.593,99970.05,0.0438,99966.27,3.2223,99961.46,3.8684,99951.46,1.701,100011.02,0.73,100012.52,0.9601,100015.89,1.6574,100018.88,0.4182,100023.2,2.6528,100030.95,1.5032,100038.1,2.4401,100042.38,0.4413,100044.18,3.9536,100054.15,3.4474
1717203180,99995.28,0.6326,99993.98,1.5427,99989.83,1.6206,99984.82,2.4041,99979.53,2.7262,99972.76,2.625,99962.28,1.0451,99956.68,1.5592,99955.23,2.8352,99946.23,0.7678,100009.2,0.4836,100011.27,1.5805,100015.44,1.3601,100018.98,3.3832,100025.44,3.5072,100027.89,0.3994,100030.11,1.042,100040.0,3.054,100043.29,2.7221,100048.99,0.3663
1717203240,99990.13,1.5868,99988.47,0.5581,99986.44,1.7099,99983.09,3.4669,99978.29,3.7778,99976.72,3.5588,99970.97,3.4713,99965.77,1.2004,99964.09,3.4184,99961.17,0.8092,99998.21,1.1603,100001.02,0.9423,100003.13,1.4456,100008.03,1.9554,100013.13,0.7155,100019.2,0.0288,100022.8,3.0472,100025.66,3.0603,100032.78,3.0566,100035.01,2.4618
1717203300,99990.36,0.7975,99989.28,0.4389,99986.98,0.0775,99984.37,3.3346,99982.13,2.7102,99976.12,1.0028,99968.53,1.384,99966.11,1.5404,99957.75,0.6764,99945.22,1.1998,100005.02,1.4693,100007.21,0.7088,100011.32,1.9912,100014.03,3.6065,100017.37,0.7618,100025.95,3.6736,100030.79,0.9214,100039.79,0.5335,100049.96,2.3629,100053.33,1.4727
1717203360,99973.75,0.5488,99971.68,0.1447,99967.2,1.3408,99962.93,0.0888,99957.45,1.6729,99953.41,2.1937,99947.9,0.621,99939.25,2.5249,99934.49,2.65,99924.21,1.0872,100020.05,0.3175,100022.71,0.2546,100026.23,0.2796,100027.8,0.434,100030.09,0.807,100033.19,2.0974,100036.11,2.8167,100040.36,0.1672,100047.56,0.8387,100061.63,1.3291
1717203420,99999.27,1.6787,99996.93,0.3408,99995.62,1.0478,99991.0,0.4141,99988.34,0.9323,99979.43,1.1911,99974.02,0.4082,99971.09,0.1674,99966.46,3.2084,99961.08,2.9568,100013.33,1.5285,100014.42,1.7114,100017.74,0.3825,100020.53,1.7565,100025.57,3.5151,100027.32,3.2617,100030.05,1.6091,100041.64,1.0946,100047.46,3.4042,100059.66,2.5989
1717203480,100004.93,0.1644,100002.05,0.3608,99999.59,1.202,99994.58,2.7168,99992.4,1.5252,99988.53,0.125,99981.03,3.3558,99969.32,0.5313,99956.82,0.4606,99950.06,0.1934,100016.89,0.6628,100019.3,1.372,100022.99,1.1745,100026.81,3.9118,100032.16,1.3598,100037.35,2.8053,100039.25,2.6502,100042.99,1.3895,100052.44,1.5457,100065.19,2.2378
1717203540,100000.27,0.356,99997.57,1.7111,99993.53,0.196,99990.07,0.9712,99982.77,0.2109,99979.98,2.5768,99975.15,0.9476,99969.1,3.207,99962.5,3.4278,99955.24,0.4836,100011.71,1.3241,100012.92,0.8541,100015.87,0.0503,100017.32,2.4208,100022.34,1.2253,100027.41,0.8353,100034.79,3.8019,100039.79,0.2266,100043.57,1.8233,100052.41,2.4828
1717203600,100007.67,0.2723,100005.15,0.4824,100002.96,1.6683,99997.13,1.175,99992.74,2.8114,99991.38,0.665,99989.04,2.8703,99980.1,0.4368,99971.47,0.7583,99957.45,1.5777,100019.83,1.5738,100022.26,0.2601,100024.71,1.8569,100029.9,2.3594,100035.92,1.8075,100042.19,3.8252,100044.47,2.0003,100051.3,0.2038,100063.99,3.3569,100071.75,2.0382
1717203660,100019.45,1.4745,100018.19,0.8054,100015.09,1.7713,100011.57,1.5448,100004.2,3.6645,99997.11,1.1016,99986.95,3.8823,99980.97,0.5422,99974.81,2.8031,99963.33,1.2027,100030.23,1.7284,100032.65,1.8742,100035.87,0.4417,100039.99,1.1694,100043.23,2.6928,100052.08,2.6038,100062.19,2.0205,100070.83,1.2963,100073.27,1.4154,100080.99,2.2868
1717203720,100018.28,1.6907,100016.71,1.7022,100012.88,1.0693,100011.75,0.5899,100006.4,0.8076,99999.39,0.6521,99995.67,1.0097,99985.44,2.7655,99980.75,3.0168,99979.3,3.258,100030.76,1.7427,100033.24,1.7364,100036.84,1.1445,100039.03,3.1394,100045.22,1.1577,100051.53,3.7067,100056.22,3.8272,100067.95,1.2575,100075.85,0.0617,100080.37,2.486
1717203780,100110.45,1.8274,100108.04,1.3129,100104.4,1.1159,100100.38,3.1068,100093.11,1.1838,100090.69,2.7338,100087.92,0.7034,100081.27,1.515,100074.91,2.2308,100072.09,2.3401,100123.75,0.6946,100126.17,0.3519,100127.71,0.6791,100128.96,3.7302,100133.96,2.6509,100138.89,2.295,100143.29,3.1383,100147.79,0.8876,100151.08,0.282,100159.16,1.6696
1717203840,100106.17,0.466,100104.51,0.7536,100102.74,1.5177,100099.09,3.9866,100092.74,3.9247,100091.66,2.6791,100086.43,3.6189,100078.68,2.4883,100065.69,2.7334,100060.2,3.6646,100113.39,0.8025,100115.47,0.6015,100119.66,1.6531,100122.53,3.2132,100126.43,0.185,100134.62,0.7781,100140.5,3.7934,100143.34,3.8255,100151.07,0.0392,100152.98,2.6846
1717203900,100103.96,0.2527,100101.88,1.4203,100097.47,1.5617,100093.23,3.7596,100087.38,0.6235,100082.71,1.3335,100080.87,0.2265,100071.14,2.2368,100062.95,0.9183,100058.33,1.5583,100113.2,0.8944,100114.23,1.3629,100117.11,1.3008,100121.2,3.0263,100126.0,2.8065,100127.58,3.7129,100129.59,3.1497,100133.91,0.3552,100144.47,1.7563,100151.01,2.6463
